External_ID,Age,Gender,Screen_Time_Hours,Reaction_Time_ms,Memory_Score,Cognitive_Composite
U42032,47,Male,3.2,498.11,84,55.28
U42033,50,Male,7.1,349.08,62,79.39
U42034,39,Female,6.6,258.01,99,84.56
U42035,23,Female,4.9,556.8,40,15.57
U42036,55,Male,9.4,261.29,69,64.71
U42037,55,Female,7.7,228.64,41,67.86
U42038,28,Male,3.2,205.62,73,76.75
U42039,58,Other,2.4,263.2,96,90.99
U42040,24,Female,11.8,501.17,65,11.65
U42041,41,Female,4.1,434.21,49,58.8
U42042,25,Female,10.2,271.07,72,79.5
U42043,29,Male,11.1,397.09,96,68.55
U42044,27,Female,3.3,243.73,95,100.0
U42045,28,Male,7.0,355.87,77,86.39
U42046,37,Male,4.2,437.96,57,43.49
U42047,55,Female,9.1,262.71,49,64.81
U42048,40,Female,5.2,321.43,44,62.39
U42049,39,Male,6.1,389.74,47,47.79
U42050,39,Female,10.4,305.42,40,58.4
U42051,56,Male,8.1,446.7,79,45.2
U42052,58,Male,4.2,594.1,59,33.16
U42053,20,Male,1.1,341.25,82,90.4
U42054,52,Female,5.4,211.45,71,87.84
U42055,33,Female,8.8,569.63,94,42.38
U42056,35,Male,6.2,271.24,58,90.35
U42057,30,Male,7.7,592.64,99,34.72
U42058,39,Male,6.3,455.84,92,62.9
U42059,26,Male,9.2,216.53,50,83.05
U42060,23,Female,11.3,330.85,47,36.79
U42061,26,Male,3.8,392.53,95,75.5
U42062,35,Male,4.5,328.03,52,75.94
U42063,50,Female,6.2,386.81,52,44.97
U42064,55,Female,10.2,275.33,60,70.23
U42065,39,Male,7.0,263.58,43,58.95
U42066,50,Male,1.7,524.57,75,33.92
U42067,46,Female,6.4,413.4,54,35.58
U42068,33,Male,2.1,319.77,59,70.62
U42069,21,Female,4.7,233.56,65,98.72
U42070,53,Male,6.5,250.84,59,91.46
U42071,27,Male,5.8,485.25,69,34.44
U42072,49,Female,2.0,488.44,91,57.85
U42073,49,Female,3.3,351.88,56,74.6
U42074,31,Female,1.3,222.45,98,100.0
U42075,37,Female,8.2,264.95,83,75.56
U42076,35,Other,7.2,387.76,84,57.13
U42077,20,Female,1.9,417.8,54,39.94
U42078,23,Female,9.2,421.81,85,48.16
U42079,35,Male,6.6,255.45,65,81.45
U42080,49,Female,6.7,519.24,71,50.87
U42081,26,Male,5.7,557.43,54,31.53
U42082,43,Male,7.9,200.06,70,75.51
U42083,59,Female,6.3,249.42,44,75.32
U42084,36,Female,7.2,297.48,66,55.1
U42085,23,Female,4.4,448.14,60,39.99
U42086,19,Female,11.3,422.69,82,62.08
U42087,45,Female,9.7,594.36,87,46.91
U42088,37,Female,6.6,514.37,95,57.91
U42089,31,Male,9.7,401.53,64,54.85
U42090,50,Male,4.7,568.88,66,37.12
U42091,21,Male,2.4,302.39,90,85.52
U42092,45,Female,3.1,527.72,72,53.32
U42093,54,Female,1.1,343.27,41,63.58
U42094,59,Male,2.7,546.73,80,47.63
U42095,47,Male,6.2,458.02,59,50.6
U42096,35,Female,3.6,384.33,52,59.51
U42097,26,Female,8.8,245.01,63,84.86
U42098,24,Male,7.9,435.33,52,41.74
U42099,53,Other,2.4,578.96,77,13.81
U42100,32,Female,7.2,256.13,97,73.39
U42101,44,Female,8.3,490.68,90,52.03
U42102,22,Female,8.3,469.41,93,57.72
U42103,55,Male,7.2,214.6,50,76.97
U42104,22,Female,4.3,502.45,67,44.91
U42105,39,Male,1.6,347.12,69,74.59
U42106,40,Male,9.5,579.16,92,46.36
U42107,30,Male,9.8,308.7,69,73.63
U42108,23,Female,3.6,256.12,43,64.21
U42109,59,Male,5.5,284.18,78,87.13
U42110,51,Female,9.9,440.31,66,41.1
U42111,19,Male,4.3,533.72,90,49.58
U42112,26,Male,8.8,284.66,58,80.68
U42113,39,Female,10.9,459.08,75,48.34
U42114,43,Other,5.1,222.34,71,93.53
U42115,37,Female,4.8,372.47,47,51.88
U42116,27,Female,4.5,597.38,75,35.49
U42117,38,Male,9.1,458.36,45,49.34
U42118,28,Male,10.3,367.06,94,74.91
U42119,57,Female,1.8,310.04,84,93.47
U42120,38,Male,8.7,355.53,68,54.82
U42121,35,Female,7.9,524.48,58,26.18
U42122,19,Male,7.0,228.29,87,98.39
U42123,53,Female,6.8,345.68,71,69.85
U42124,46,Male,7.0,303.53,80,80.59
U42125,39,Female,8.6,265.1,80,81.32
U42126,33,Male,2.7,449.17,96,79.21
U42127,41,Male,1.5,568.81,49,28.03
U42128,19,Male,6.5,242.52,52,68.89
U42129,48,Female,5.6,519.4,50,32.39
U42130,43,Male,9.5,427.2,50,29.73
U42131,24,Male,3.2,277.1,44,68.22
U42132,53,Male,2.7,234.2,87,92.28
U42133,54,Male,6.0,545.87,67,38.5
U42134,35,Female,3.6,490.43,81,71.46
U42135,44,Female,1.7,473.34,67,61.4
U42136,47,Male,9.9,584.91,68,24.06
U42137,27,Male,11.2,254.45,67,71.45
U42138,58,Female,5.4,236.54,99,98.8
U42139,48,Female,8.7,534.34,80,30.17
U42140,33,Female,1.6,395.2,80,78.51
U42141,36,Male,5.1,214.39,53,79.06
U42142,53,Male,7.3,470.71,72,45.66
U42143,50,Female,1.1,292.51,40,62.96
U42144,23,Male,1.6,442.8,70,48.12
U42145,33,Male,10.7,213.02,53,76.61
U42146,21,Female,5.7,513.9,96,49.44
U42147,26,Male,10.1,310.18,55,69.29
U42148,42,Female,3.9,355.27,95,82.04
U42149,40,Male,10.3,477.41,89,39.98
U42150,21,Female,2.8,412.57,96,74.54
U42151,22,Male,11.0,321.36,84,60.1
U42152,43,Female,1.9,373.28,52,64.9
U42153,44,Female,4.4,538.47,55,36.47
U42154,21,Female,4.6,393.59,58,52.86
U42155,38,Female,6.1,233.29,98,100.0
U42156,42,Male,5.2,360.86,88,64.38
U42157,28,Male,3.3,281.82,52,66.3
U42158,48,Female,6.0,389.2,87,86.85
U42159,34,Male,6.9,278.24,50,77.16
U42160,24,Female,4.0,448.25,42,35.45
U42161,58,Male,11.6,506.6,82,47.57
U42162,44,Female,4.4,326.36,72,76.93
U42163,30,Male,11.0,252.97,75,65.26
U42164,48,Male,7.1,277.38,84,82.62
U42165,21,Male,7.6,539.04,54,26.72
U42166,26,Female,3.7,413.15,79,68.43
U42167,47,Male,5.3,586.32,63,16.45
U42168,41,Female,1.8,571.59,58,32.77
U42169,59,Female,7.3,332.28,63,79.41
U42170,21,Female,11.8,506.82,62,24.25
U42171,20,Female,9.3,435.37,44,42.99
U42172,56,Female,11.5,304.63,91,74.14
U42173,46,Female,2.3,431.21,43,39.22
U42174,38,Female,4.2,308.5,43,49.72
U42175,29,Female,10.4,497.64,77,50.9
U42176,35,Male,10.1,351.11,43,58.59
U42177,22,Male,3.7,591.99,93,34.5
U42178,40,Female,1.1,442.58,85,60.25
U42179,34,Male,3.4,576.09,68,22.54
U42180,54,Male,3.9,368.97,85,74.26
U42181,48,Female,4.5,211.98,75,94.76
U42182,29,Male,9.6,443.28,85,49.94
U42183,39,Female,9.1,433.39,97,57.7
U42184,56,Male,3.4,219.34,60,97.7
U42185,22,Male,4.2,535.58,74,55.72
U42186,37,Female,6.8,458.24,75,56.41
U42187,33,Female,12.0,419.12,45,33.33
U42188,27,Female,10.5,374.46,52,56.86
U42189,29,Male,3.4,418.87,84,65.21
U42190,23,Male,5.6,212.92,95,100.0
U42191,40,Female,5.7,367.48,91,68.22
U42192,42,Female,8.1,269.7,68,85.28
U42193,38,Male,8.4,540.05,46,12.17
U42194,36,Male,10.8,373.14,60,58.37
U42195,51,Male,5.5,356.5,87,75.95
U42196,57,Male,8.4,514.76,68,31.19
U42197,37,Female,10.7,298.52,58,50.8
U42198,58,Male,6.4,509.53,93,52.48
U42199,20,Female,2.5,595.79,67,45.47
U42200,24,Male,3.1,311.61,98,89.48
U42201,20,Male,6.7,252.15,47,80.22
U42202,21,Female,6.2,544.3,56,13.0
U42203,51,Male,7.9,346.0,76,60.98
U42204,23,Male,3.4,479.91,85,57.48
U42205,38,Male,5.7,345.07,78,79.18
U42206,59,Female,10.0,202.24,47,70.69
U42207,21,Male,4.1,338.99,42,59.77
U42208,29,Male,9.4,532.81,54,6.44
U42209,38,Female,11.5,201.3,68,92.88
U42210,51,Male,8.2,451.64,62,55.81
U42211,24,Female,10.9,392.94,98,50.24
U42212,57,Male,8.7,284.33,68,85.08
U42213,57,Other,5.9,538.75,58,18.64
U42214,38,Female,2.0,319.12,62,79.75
U42215,42,Female,5.4,332.4,58,75.62
U42216,23,Female,7.8,291.18,60,62.47
U42217,44,Female,3.9,230.27,69,87.55
U42218,52,Male,5.9,300.4,79,74.34
U42219,18,Male,3.3,382.14,50,70.02
U42220,34,Female,3.3,236.71,63,76.94
U42221,22,Female,1.9,573.37,73,29.45
U42222,49,Male,3.4,341.5,60,85.5
U42223,35,Female,4.6,280.94,67,82.94
U42224,58,Female,2.6,590.75,48,20.68
U42225,52,Male,11.5,229.18,63,59.07
U42226,53,Male,10.5,410.17,73,50.99
U42227,59,Female,9.1,377.51,96,88.83
U42228,27,Male,10.4,446.4,72,45.74
U42229,19,Female,8.7,375.84,45,48.77
U42230,35,Female,8.0,448.78,60,47.72
U42231,52,Female,1.6,355.6,99,81.33
U42232,39,Male,6.8,597.08,58,6.09
U42233,22,Male,11.3,478.86,71,44.68
U42234,41,Female,8.4,419.57,90,57.15
U42235,49,Male,6.9,487.2,67,46.31
U42236,51,Female,3.3,466.97,51,33.84
U42237,54,Female,9.2,497.22,91,48.59
U42238,28,Male,8.8,402.74,62,44.58
U42239,27,Male,3.5,387.16,62,50.88
U42240,40,Other,3.2,253.77,40,87.42
U42241,55,Other,5.7,390.9,69,76.96
U42242,27,Male,10.0,314.61,80,62.64
U42243,24,Male,1.6,295.7,72,76.24
U42244,30,Male,4.8,554.66,96,31.84
U42245,40,Male,7.4,288.26,42,53.28
U42246,28,Male,1.1,271.09,79,98.35
U42247,52,Male,3.5,481.47,74,59.66
U42248,25,Female,4.1,448.75,89,56.08
U42249,40,Female,8.5,444.89,64,47.26
U42250,53,Male,6.0,342.44,85,73.07
U42251,24,Other,1.1,412.07,51,42.55
U42252,27,Male,2.2,389.63,82,74.08
U42253,29,Female,7.1,520.04,99,30.04
U42254,48,Female,2.1,333.52,41,48.8
U42255,28,Male,6.8,530.27,50,24.8
U42256,54,Other,8.4,396.08,43,38.93
U42257,43,Male,10.6,267.16,77,72.87
U42258,22,Male,2.9,339.81,85,73.64
U42259,24,Female,4.4,589.61,49,10.75
U42260,53,Male,10.9,296.14,65,69.29
U42261,24,Male,9.0,404.32,76,43.27
U42262,56,Female,9.6,457.2,84,39.58
U42263,59,Female,9.6,446.55,61,54.84
U42264,53,Other,1.4,415.42,58,55.22
U42265,23,Male,8.3,263.9,44,73.65
U42266,38,Female,5.9,365.07,85,68.67
U42267,18,Male,10.8,500.33,81,37.87
U42268,19,Female,3.1,390.19,53,60.88
U42269,20,Male,3.8,267.39,52,54.84
U42270,56,Female,5.0,582.69,89,45.3
U42271,51,Male,5.9,359.47,46,51.62
U42272,31,Female,3.2,390.0,66,62.32
U42273,42,Male,6.4,258.48,89,99.54
U42274,54,Female,10.8,364.88,59,48.57
U42275,54,Male,3.8,468.48,78,69.04
U42276,33,Female,2.4,588.98,72,28.22
U42277,32,Male,2.7,247.02,54,97.98
U42278,41,Male,7.6,413.64,44,46.86
U42279,58,Male,3.8,410.99,80,63.98
U42280,25,Male,1.0,341.39,66,62.08
U42281,19,Male,9.8,528.65,71,39.77
U42282,59,Female,3.8,236.37,55,96.1
U42283,43,Male,2.2,266.33,42,72.63
U42284,35,Male,3.1,249.88,68,97.26
U42285,35,Female,2.3,391.87,70,51.8
U42286,36,Female,3.6,306.86,51,51.34
U42287,54,Female,3.1,533.12,88,47.44
U42288,50,Female,10.0,433.73,91,56.13
U42289,49,Female,7.0,375.39,80,80.06
U42290,42,Female,12.0,500.59,50,29.09
U42291,44,Female,6.0,227.8,62,85.09
U42292,38,Male,9.8,397.49,78,56.83
U42293,40,Female,5.1,427.12,53,54.76
U42294,28,Female,5.2,546.55,96,55.79
U42295,38,Female,5.3,377.61,51,65.27
U42296,48,Male,8.3,334.89,70,49.79
U42297,52,Female,3.5,481.11,74,44.98
U42298,52,Female,7.5,255.28,97,95.48
U42299,33,Male,6.8,360.94,83,67.64
U42300,48,Female,4.1,397.07,71,77.37
U42301,30,Female,3.9,554.14,59,39.89
U42302,59,Female,5.9,205.78,64,97.39
U42303,36,Male,8.2,406.78,72,61.58
U42304,27,Female,8.0,355.24,47,52.87
U42305,55,Male,10.5,461.92,91,49.76
U42306,22,Female,7.3,253.5,54,69.06
U42307,21,Female,9.4,579.6,91,52.82
U42308,57,Male,8.7,460.25,84,55.7
U42309,29,Male,9.6,390.13,59,67.88
U42310,58,Male,5.7,478.62,91,66.94
U42311,43,Male,8.4,476.42,67,48.18
U42312,32,Male,5.2,321.69,96,87.48
U42313,49,Female,7.0,432.52,55,56.73
U42314,46,Male,11.0,380.31,50,61.1
U42315,47,Male,3.7,383.79,84,74.0
U42316,46,Male,3.4,488.66,92,44.78
U42317,44,Male,9.9,257.54,81,78.65
U42318,32,Male,3.9,543.83,76,37.69
U42319,53,Male,10.8,514.21,67,42.76
U42320,45,Male,1.4,423.29,54,59.15
U42321,33,Female,9.9,456.56,82,53.22
U42322,27,Female,3.5,250.46,72,89.71
U42323,51,Female,10.5,453.14,87,60.33
U42324,29,Female,9.1,453.23,58,37.03
U42325,42,Female,11.1,357.72,74,70.01
U42326,25,Female,7.4,502.83,61,42.4
U42327,49,Male,1.5,300.01,96,90.55
U42328,41,Female,9.3,457.2,65,34.21
U42329,22,Male,5.3,538.08,61,36.17
U42330,36,Male,4.1,495.84,52,35.39
U42331,28,Female,2.2,438.2,48,31.47
U42332,34,Female,5.9,262.53,52,87.49
U42333,45,Female,6.7,534.54,93,39.1
U42334,41,Female,5.6,260.63,79,90.82
U42335,55,Male,2.5,303.64,66,89.66
U42336,29,Female,4.2,366.28,49,66.03
U42337,48,Female,11.5,548.86,54,35.15
U42338,24,Male,2.4,422.36,98,88.47
U42339,20,Male,9.1,441.22,45,27.35
U42340,29,Female,6.2,416.31,42,32.56
U42341,43,Female,1.1,443.58,57,38.42
U42342,57,Male,1.3,533.71,89,61.04
U42343,20,Female,4.5,273.49,42,61.83
U42344,55,Male,6.1,323.0,42,65.68
U42345,46,Male,6.6,359.22,42,59.43
U42346,57,Male,1.9,349.88,94,91.5
U42347,38,Other,3.8,405.84,88,72.66
U42348,46,Female,8.3,246.1,44,73.45
U42349,46,Female,7.8,304.23,64,87.19
U42350,43,Other,4.2,548.44,53,33.81
U42351,33,Male,8.2,573.77,94,42.59
U42352,28,Other,2.7,520.55,82,53.85
U42353,55,Male,1.4,331.07,91,96.36
U42354,43,Female,7.2,445.16,77,39.23
U42355,47,Female,4.1,582.85,49,25.59
U42356,59,Male,9.5,421.41,41,30.4
U42357,56,Female,1.6,311.77,90,82.88
U42358,40,Female,4.0,206.83,87,100.0
U42359,26,Female,2.0,399.08,89,65.01
U42360,45,Male,5.3,353.71,46,55.88
U42361,39,Female,5.3,521.53,76,44.49
U42362,59,Male,10.1,389.48,49,50.32
U42363,45,Male,7.0,363.76,79,58.37
U42364,29,Male,10.8,528.02,58,15.18
U42365,36,Male,6.5,425.48,69,47.36
U42366,36,Female,6.2,551.96,81,37.75
U42367,37,Male,1.5,213.17,61,84.58
U42368,55,Female,10.3,255.47,56,61.25
U42369,37,Male,2.9,355.23,77,75.74
U42370,19,Female,1.1,354.22,47,63.27
U42371,40,Male,9.5,283.18,86,74.49
U42372,35,Male,9.5,473.62,68,40.01
U42373,38,Male,10.1,205.5,59,81.1
U42374,48,Female,7.4,307.3,82,92.06
U42375,22,Female,2.4,444.84,50,42.1
U42376,25,Male,7.7,574.92,82,27.91
U42377,32,Male,5.9,201.17,98,87.7
U42378,54,Female,9.4,220.33,75,95.66
U42379,31,Male,9.2,456.85,52,44.92
U42380,45,Female,11.9,212.04,44,64.97
U42381,27,Male,2.7,403.14,48,40.02
U42382,23,Female,8.0,440.38,40,41.58
U42383,37,Other,11.5,438.87,69,36.25
U42384,21,Female,6.2,427.39,66,59.31
U42385,20,Male,9.3,317.13,60,75.6
U42386,48,Male,4.0,446.8,49,43.87
U42387,37,Male,9.9,277.8,73,87.07
U42388,42,Female,10.6,503.8,42,34.19
U42389,42,Female,4.8,434.1,63,49.51
U42390,29,Female,10.9,456.7,45,15.15
U42391,37,Male,9.2,229.34,49,74.14
U42392,58,Male,1.4,307.74,70,71.93
U42393,45,Female,4.6,549.42,77,39.65
U42394,48,Male,7.4,372.67,64,64.01
U42395,26,Male,2.7,559.71,77,36.32
U42396,26,Female,3.3,434.4,76,61.97
U42397,56,Male,8.9,376.97,44,56.16
U42398,26,Male,10.1,316.75,73,65.86
U42399,50,Female,11.0,413.3,95,51.52
U42400,53,Female,7.8,271.02,88,89.03
U42401,55,Male,2.4,589.79,77,43.22
U42402,39,Female,8.9,265.08,69,69.01
U42403,18,Female,9.1,566.69,73,26.5
U42404,31,Male,8.9,281.61,74,79.49
U42405,34,Female,10.8,599.8,93,28.71
U42406,41,Other,1.5,461.01,44,47.4
U42407,26,Female,6.2,573.81,98,32.11
U42408,27,Female,10.5,485.68,46,23.38
U42409,35,Female,2.7,574.95,48,6.16
U42410,26,Female,9.7,467.62,91,53.45
U42411,30,Male,9.2,376.48,71,69.81
U42412,51,Female,4.2,296.81,52,77.61
U42413,21,Female,1.4,504.81,96,56.54
U42414,48,Male,1.7,287.23,74,95.1
U42415,48,Male,2.1,328.58,55,56.07
U42416,44,Female,7.0,247.58,91,90.84
U42417,58,Female,7.1,418.56,49,46.57
U42418,42,Male,2.4,242.68,79,93.45
U42419,41,Male,11.0,470.8,98,56.85
U42420,29,Male,6.1,576.13,67,40.43
U42421,38,Male,4.2,357.01,56,52.8
U42422,34,Female,6.9,219.25,44,93.45
U42423,19,Female,7.5,303.74,63,78.95
U42424,45,Male,5.0,560.96,55,30.17
U42425,31,Male,6.7,247.65,79,99.78
U42426,26,Male,9.4,552.89,94,39.61
U42427,21,Male,8.7,271.29,87,88.48
U42428,22,Male,6.0,576.88,77,30.67
U42429,30,Female,3.7,377.54,71,60.35
U42430,38,Female,7.9,561.55,44,11.76
U42431,31,Female,6.5,236.86,44,86.27
U42432,35,Male,4.5,230.95,61,88.32
U42433,26,Female,4.6,435.14,70,58.38
U42434,43,Female,5.3,471.67,41,20.46
U42435,59,Female,9.8,209.0,78,100.0
U42436,44,Male,10.5,259.96,42,74.6
U42437,58,Male,6.3,515.05,41,44.39
U42438,38,Female,9.1,365.23,61,47.2
U42439,47,Female,9.7,530.73,60,38.16
U42440,27,Male,4.3,353.23,85,69.34
U42441,49,Female,8.9,362.01,56,52.28
U42442,23,Male,4.8,333.79,44,65.99
U42443,43,Female,9.2,335.84,55,68.27
U42444,41,Female,6.2,258.7,63,70.08
U42445,58,Male,11.1,495.88,59,45.22
U42446,31,Male,9.8,397.83,78,71.04
U42447,43,Female,5.7,386.53,61,58.67
U42448,53,Other,11.3,565.07,49,7.17
U42449,24,Female,10.7,365.84,57,46.48
U42450,54,Male,1.1,431.06,81,53.55
U42451,53,Female,11.2,542.75,93,45.02
U42452,19,Male,3.0,285.53,48,91.33
U42453,46,Male,4.3,596.92,75,33.88
U42454,37,Male,11.6,587.43,43,10.16
U42455,59,Female,2.3,314.2,88,85.06
U42456,57,Female,6.9,494.65,52,31.19
U42457,26,Male,11.7,358.04,84,68.64
U42458,48,Female,1.2,280.22,77,98.2
U42459,38,Female,9.4,200.74,96,99.02
U42460,52,Female,2.4,465.78,94,69.91
U42461,46,Male,8.3,444.94,90,63.51
U42462,35,Female,3.2,289.15,63,76.69
U42463,47,Male,10.2,326.38,42,44.74
U42464,30,Female,8.7,354.62,80,68.05
U42465,28,Male,9.8,589.94,85,32.26
U42466,42,Male,10.1,261.93,71,63.18
U42467,43,Female,11.6,262.86,88,80.97
U42468,37,Male,1.9,527.47,89,62.28
U42469,42,Male,3.8,206.49,44,72.94
U42470,27,Male,6.0,296.48,47,65.93
U42471,30,Female,3.9,391.63,74,61.34
U42472,49,Male,6.1,284.38,94,86.37
U42473,52,Female,6.7,420.86,88,67.75
U42474,42,Female,1.1,404.8,44,61.94
U42475,41,Male,4.6,254.05,84,86.2
U42476,46,Female,8.4,430.18,41,35.04
U42477,52,Male,8.5,222.54,61,93.7
U42478,38,Female,7.3,549.21,73,52.39
U42479,29,Male,10.9,401.98,88,58.41
U42480,24,Male,5.2,493.18,79,36.88
U42481,24,Male,11.9,425.28,77,45.85
U42482,38,Other,11.0,555.05,50,12.85
U42483,34,Female,11.0,233.06,89,79.18
U42484,21,Male,6.2,488.11,96,49.71
U42485,50,Female,6.7,592.37,59,29.7
U42486,25,Female,4.0,500.87,92,45.54
U42487,35,Female,2.3,336.78,80,64.56
U42488,33,Male,11.6,480.96,53,43.28
U42489,48,Male,2.9,454.97,58,55.82
U42490,58,Female,8.6,264.9,90,76.87
U42491,34,Male,5.4,562.06,89,61.3
U42492,46,Male,3.2,546.33,94,35.28
U42493,58,Female,2.9,527.3,41,42.43
U42494,34,Female,7.1,215.24,68,74.22
U42495,43,Female,8.4,309.34,50,79.36
U42496,27,Male,6.5,284.78,88,80.47
U42497,32,Female,8.1,212.34,59,95.52
U42498,48,Female,3.3,358.83,93,69.3
U42499,57,Male,11.5,261.85,43,54.99
U42500,25,Male,11.2,476.74,53,15.64
U42501,57,Male,10.8,340.02,81,71.37
U42502,19,Male,5.7,364.93,66,62.59
U42503,32,Female,7.4,539.03,78,38.44
U42504,41,Female,10.5,461.17,43,36.07
U42505,45,Female,3.3,564.8,68,51.34
U42506,23,Male,10.8,559.07,66,16.8
U42507,57,Female,7.2,560.97,89,43.92
U42508,20,Female,9.0,398.6,55,46.75
U42509,33,Female,6.7,418.48,74,75.32
U42510,19,Female,9.6,485.67,94,56.6
U42511,27,Female,8.6,330.04,72,87.17
U42512,20,Female,4.8,265.09,54,78.0
U42513,28,Female,4.4,397.08,87,65.78
U42514,42,Male,4.2,553.91,61,45.4
U42515,19,Female,5.1,439.93,99,83.55
U42516,26,Male,5.6,252.34,98,100.0
U42517,36,Male,6.5,505.16,40,29.7
U42518,47,Female,1.9,358.95,55,54.41
U42519,18,Female,2.9,582.15,87,33.99
U42520,40,Female,11.7,562.61,64,19.98
U42521,57,Male,3.1,554.64,66,43.13
U42522,18,Male,2.1,319.19,45,51.67
U42523,28,Female,11.3,321.15,47,53.4
U42524,33,Other,4.5,528.2,59,29.66
U42525,46,Male,7.6,338.09,86,90.69
U42526,56,Male,5.8,393.68,76,73.51
U42527,24,Male,1.1,238.39,80,100.0
U42528,55,Female,11.8,519.76,40,0.07
U42529,21,Female,10.3,441.07,59,40.64
U42530,53,Male,8.1,590.49,40,9.99
U42531,27,Male,1.8,405.12,77,75.72
U42532,41,Male,6.9,374.89,58,60.63
U42533,47,Female,2.3,481.76,93,59.9
U42534,27,Male,9.2,314.36,81,86.37
U42535,58,Male,9.3,210.36,69,74.33
U42536,24,Male,3.3,580.89,58,32.32
U42537,50,Female,9.6,375.66,81,64.19
U42538,37,Male,10.1,424.36,74,54.16
U42539,23,Male,8.3,431.74,72,48.63
U42540,39,Female,7.9,342.18,55,36.66
U42541,33,Female,2.7,281.87,46,68.17
U42542,33,Female,2.2,523.8,65,49.1
U42543,51,Female,3.5,250.02,92,82.04
U42544,40,Male,5.6,406.88,64,61.43
U42545,20,Female,2.9,527.73,83,28.54
U42546,39,Male,10.7,296.48,65,76.54
U42547,45,Male,3.4,509.62,90,51.8
U42548,36,Male,8.0,252.11,92,78.74
U42549,55,Other,1.8,463.68,56,65.84
U42550,59,Female,4.5,264.01,41,60.81
U42551,57,Female,2.7,540.58,86,52.75
U42552,38,Male,8.3,501.26,94,53.61
U42553,50,Male,5.0,264.18,63,68.11
U42554,20,Female,7.8,583.84,51,13.67
U42555,50,Female,6.3,297.32,54,80.96
U42556,25,Female,8.6,485.24,53,17.19
U42557,56,Male,11.6,324.56,45,57.95
U42558,28,Male,7.9,538.75,66,42.04
U42559,59,Female,9.4,563.18,83,45.26
U42560,45,Male,8.4,362.57,47,62.53
U42561,45,Female,5.6,456.05,66,52.13
U42562,46,Female,3.4,510.75,54,39.07
U42563,37,Female,6.5,430.57,94,57.83
U42564,48,Male,2.6,363.23,78,85.62
U42565,34,Male,3.2,455.79,42,53.85
U42566,31,Male,10.5,455.33,73,58.16
U42567,53,Female,5.2,263.82,87,91.07
U42568,50,Female,1.0,550.14,82,53.97
U42569,38,Female,1.4,587.48,52,21.65
U42570,54,Male,11.3,512.06,56,27.05
U42571,51,Female,6.8,286.34,83,75.12
U42572,59,Male,4.0,263.2,75,85.17
U42573,35,Female,6.9,417.08,42,59.16
U42574,26,Female,5.7,472.6,69,52.48
U42575,35,Male,8.1,553.85,63,39.12
U42576,22,Female,1.1,488.81,86,55.46
U42577,29,Female,6.0,498.89,76,51.69
U42578,19,Male,4.6,539.38,82,34.98
U42579,19,Male,5.6,331.23,71,91.49
U42580,38,Female,10.2,440.81,83,39.35
U42581,33,Female,7.0,482.72,64,43.15
U42582,53,Male,1.2,476.66,93,56.82
U42583,52,Male,9.0,588.0,75,33.68
U42584,37,Female,3.6,442.59,62,62.83
U42585,51,Male,3.7,526.22,58,29.43
U42586,51,Male,2.2,331.52,52,69.59
U42587,37,Male,7.3,529.05,68,24.46
U42588,29,Male,1.0,522.17,85,58.45
U42589,40,Male,2.6,476.47,40,51.89
U42590,50,Other,4.8,518.77,41,40.14
U42591,24,Female,5.5,595.24,54,9.2
U42592,21,Female,9.3,543.48,87,40.43
U42593,32,Female,11.1,324.4,95,86.08
U42594,28,Male,11.8,495.85,54,14.48
U42595,22,Female,5.8,583.44,60,25.8
U42596,31,Female,4.2,444.65,64,55.13
U42597,57,Female,6.7,215.18,50,81.39
U42598,26,Male,1.8,495.4,67,49.55
U42599,49,Female,1.3,314.29,64,94.91
U42600,38,Female,8.1,597.79,62,14.04
U42601,42,Female,2.8,316.24,71,64.29
U42602,35,Female,11.5,565.29,42,28.84
U42603,28,Female,11.9,308.3,99,78.79
U42604,54,Female,10.7,250.97,88,66.38
U42605,48,Female,6.0,463.33,40,23.42
U42606,48,Male,10.6,506.73,65,20.34
U42607,58,Male,1.4,590.38,64,33.62
U42608,57,Female,10.0,521.82,51,27.55
U42609,35,Female,6.4,200.28,46,62.32
U42610,39,Female,6.2,447.61,84,58.74
U42611,34,Male,9.2,342.84,42,48.86
U42612,40,Female,1.7,375.47,48,60.85
U42613,55,Female,5.6,454.64,67,43.53
U42614,45,Female,6.2,404.76,97,65.68
U42615,24,Male,1.4,524.28,77,49.72
U42616,51,Male,2.1,490.11,98,72.14
U42617,19,Male,6.1,539.31,76,47.27
U42618,19,Male,3.0,266.29,53,67.24
U42619,39,Male,9.1,548.78,67,32.67
U42620,18,Female,10.6,392.65,69,33.22
U42621,51,Female,1.0,365.69,76,79.19
U42622,54,Female,8.8,292.36,68,64.21
U42623,28,Male,3.2,448.47,62,56.48
U42624,44,Female,7.0,290.74,42,49.56
U42625,31,Male,7.2,509.38,71,31.62
U42626,25,Female,3.2,573.88,94,65.85
U42627,34,Male,4.4,423.38,86,51.52
U42628,30,Male,4.8,368.09,48,60.21
U42629,57,Male,9.7,204.43,40,69.64
U42630,24,Male,5.2,456.82,50,34.26
U42631,32,Male,1.8,271.17,58,82.57
U42632,58,Male,10.5,518.4,46,26.13
U42633,32,Male,2.2,277.6,87,100.0
U42634,53,Male,5.6,220.78,90,100.0
U42635,31,Male,4.4,549.48,82,56.48
U42636,47,Male,3.7,277.98,82,100.0
U42637,53,Male,8.7,516.46,55,26.47
